ELITE DANGEROUS LEGACY CONSOLE - MATERIAL TRADERS

Snapshot: EDDB stations, 22 August 2022
Legacy-compatible entries: 1,634
Raw: 677 | Manufactured: 539 | Encoded: 418
Distances are straight-line light-years from Sol.

+-------------+-----------------------------+--------------------------------+--------------+
| Sol distance | System                      | Station                        | Trader type  |
|      163.73 | Angui                       | Rayhan al-Biruni Port          | Manufactured |
|      163.75 | HIP 101760                  | Haldeman II Enterprise         | Encoded      |
|      163.76 | HIP 16607                   | Thome Gateway                  | Encoded      |
|      163.77 | Machadan                    | Bernoulli City                 | Manufactured |
|      163.82 | Enaworka                    | Kaiser Dock                    | Raw          |
|      163.84 | Minanes                     | Rutan Terminal                 | Raw          |
|      164.12 | Alkabalavs                  | Folland Ring                   | Raw          |
|      164.14 | HIP 57589                   | Cavendish Terminal             | Manufactured |
|      164.28 | Bahinga                     | Harawi Ring                    | Manufactured |
|      164.33 | Sowathara                   | Milne Orbital                  | Raw          |
|      164.39 | Chonti                      | Hadid Vision                   | Raw          |
|      164.46 | Hamoco                      | Broglie Enterprise             | Manufactured |
|      164.74 | Salikians                   | Gardner Port                   | Encoded      |
|      164.94 | Lobeduning                  | Harris Orbital                 | Raw          |
|      165.03 | Autrimpe                    | Leberecht Tempel Vision        | Manufactured |
|      165.13 | Qahamoano                   | Bloch Orbital                  | Raw          |
|      165.15 | Kupana                      | Hume Port                      | Encoded      |
|      165.27 | Montet                      | Seddon Gateway                 | Manufactured |
|      165.45 | Atins                       | Veach Hub                      | Manufactured |
|      165.47 | Ugrivirii                   | Jefferies Port                 | Raw          |
|      165.67 | Mac Cha                     | Watanabe Dock                  | Manufactured |
|      165.68 | Tiraon                      | Hippalus Hub                   | Manufactured |
|      165.99 | Regir                       | Grushin Dock                   | Raw          |
|      165.99 | Jeirretes                   | Schmidt Port                   | Encoded      |
|      166.06 | Gliese 225.1                | Zander Prospect                | Raw          |
|      166.19 | Sivara                      | Suri Port                      | Raw          |
|      166.32 | Koirao                      | Kuhn City                      | Raw          |
|      166.40 | Tjiwuar                     | Felice Station                 | Encoded      |
|      166.47 | Pukkeitha                   | Foster Hub                     | Raw          |
|      166.63 | Menutes                     | Akiyama Gateway                | Raw          |
|      166.78 | Tsim Biko                   | Evans Dock                     | Manufactured |
|      166.82 | Ngalyod                     | Cottenot Hub                   | Raw          |
|      166.84 | Pleutarama                  | Ball Orbital                   | Raw          |
|      166.87 | Cordenses                   | Wylie Co-operative             | Manufactured |
|      166.90 | Wapiya                      | Brothers Vision                | Raw          |
|      166.93 | CD-72 190                   | Phillips Terminal              | Raw          |
|      166.95 | Fintamans                   | Walker Orbital                 | Manufactured |
|      166.97 | Gakia                       | Khan Dock                      | Manufactured |
|      167.00 | Baltalfi                    | Savery Gateway                 | Raw          |
|      167.14 | Toxandji                    | Tsunenaga Orbital              | Encoded      |
|      167.67 | Huldr                       | Flade Dock                     | Manufactured |
|      167.70 | Toluku                      | Foden Orbital                  | Manufactured |
|      167.77 | HIP 30953                   | Bigourdan City                 | Raw          |
|      167.87 | HIP 114519                  | Yakovlev Orbital               | Raw          |
|      167.88 | Catalauni                   | Lander Station                 | Manufactured |
|      167.91 | Panjabell                   | Moore Hub                      | Raw          |
|      167.95 | Winifex                     | Gonnessiat City                | Manufactured |
|      168.10 | Dyava                       | Ellis Enterprise               | Manufactured |
|      168.23 | Herme                       | Suydam Orbital                 | Encoded      |
|      168.25 | Arine                       | Wescott Terminal               | Manufactured |
|      168.33 | Garongxians                 | Vries Terminal                 | Raw          |
|      168.38 | Skandini                    | Stableford Refinery            | Manufactured |
|      168.46 | HIP 29444                   | Swift Vision                   | Encoded      |
|      168.48 | Chona                       | Smoot Station                  | Encoded      |
|      168.49 | Beta-2 Tucanae              | Mouchez Orbital                | Raw          |
|      168.84 | HIP 17272                   | Zebrowski Orbital              | Raw          |
|      168.91 | Miquitagat                  | Gurney Hub                     | Raw          |
|      169.10 | Cerritics                   | Townshend Station              | Encoded      |
|      169.25 | HIP 93685                   | Scott Station                  | Encoded      |
|      169.45 | Adnyayar                    | Shiras Hub                     | Manufactured |
|      169.57 | Xi Wangda                   | Cartier City                   | Encoded      |
|      169.59 | 32 Mu Serpentis             | Herodotus Dock                 | Encoded      |
|      169.72 | Thari                       | Jones Orbital                  | Encoded      |
|      169.73 | HIP 116222                  | Adams Dock                     | Raw          |
|      169.93 | HIP 57181                   | Jiushao Terminal               | Raw          |
|      170.14 | Mapor                       | Clayton Horizons               | Encoded      |
|      170.20 | Backluitaji                 | Revin Orbital                  | Raw          |
|      170.21 | Bactrimpox                  | Coney Enterprise               | Encoded      |
|      170.28 | Dakshmandi                  | Hevelius Enterprise            | Raw          |
|      170.33 | Niflhel                     | Biruni Port                    | Manufactured |
|      170.51 | Anum                        | Dubyago Port                   | Encoded      |
|      170.61 | Waraswarre                  | Mendeleev Enterprise           | Raw          |
|      171.13 | Run                         | Smithport                      | Encoded      |
|      171.21 | San Zangjel                 | Chandler Dock                  | Manufactured |
|      171.31 | HIP 82964                   | Kessel Station                 | Raw          |
|      171.41 | Shou Wu Gu                  | Artsutanov Estate              | Raw          |
|      171.62 | Bataenich                   | Tuttle Terminal                | Raw          |
|      171.85 | Upaniklis                   | Fozard Port                    | Raw          |
|      171.92 | HIP 35211                   | Paul Terminal                  | Raw          |
|      172.01 | Chingaa                     | Hovell Dock                    | Raw          |
|      172.11 | Austa                       | Slipher Orbital                | Manufactured |
|      172.30 | Kharaitis                   | Barbuy Orbital                 | Raw          |
|      172.34 | Biela                       | Euclid Gateway                 | Manufactured |
|      172.37 | Njambula                    | Kotzebue Terminal              | Raw          |
|      172.43 | Allo                        | Crick Landing                  | Raw          |
|      172.48 | Kitaki                      | Paola Vision                   | Raw          |
|      172.53 | Volkhab                     | Vernadsky Dock                 | Raw          |
|      172.59 | Apsarillici                 | Korolyov Terminal              | Raw          |
|      172.74 | Damona                      | Littrow City                   | Raw          |
|      172.78 | HIP 35449                   | Dashiell Hub                   | Raw          |
|      173.13 | HIP 118321                  | Herzog Gateway                 | Raw          |
|      173.20 | HIP 56278                   | Malenchenko Dock               | Manufactured |
|      173.40 | Apurusia                    | Herbig Station                 | Raw          |
|      173.58 | Laumaia                     | Hirayama Enterprise            | Raw          |
|      173.65 | Muang                       | Al-Khujandi Enterprise         | Raw          |
|      173.66 | Djalakuru                   | Vancouver Orbital              | Raw          |
|      173.69 | Bastana                     | Lopez de Legazpi Enterprise    | Raw          |
|      173.79 | Namamasairu                 | Ptack Station                  | Manufactured |
|      173.86 | 12 G. Canis Minoris         | Fancher Enterprise             | Raw          |
|      173.96 | Altani                      | Hartmann Ring                  | Manufactured |
|      174.05 | Beta Sculptoris             | Fan Horizons                   | Raw          |
|      174.16 | Tolofi                      | Bernoulli Orbital              | Manufactured |
|      174.21 | HIP 34961                   | Sorayama Station               | Raw          |
|      174.46 | Multuring                   | Brorsen Port                   | Raw          |
|      174.48 | Sokond                      | Tanner Ring                    | Raw          |
|      174.94 | Hirpinyi                    | Altshuller Gateway             | Manufactured |
|      175.03 | Tapiete                     | Scotti Hub                     | Raw          |
|      175.16 | LTT 518                     | Janjetov Port                  | Raw          |
|      175.36 | Andarici                    | Esposito Terminal              | Raw          |
|      175.58 | Nandovices                  | Nakamura Dock                  | Raw          |
|      175.58 | Suteni                      | Dassault Orbital               | Encoded      |
|      175.62 | Khowahing                   | Buckey Terminal                | Raw          |
|      175.63 | Khambara                    | Macgregor Station              | Raw          |
|      175.64 | Shilluk                     | Stebbins Port                  | Raw          |
|      175.78 | Aarti                       | Marius Station                 | Raw          |
|      175.84 | Lodemowo                    | Bluford Hub                    | Raw          |
|      175.90 | HIP 39242                   | Tyson Terminal                 | Raw          |
|      175.94 | Blatuntino                  | Apianus Terminal               | Raw          |
|      176.04 | Guuguyni                    | Shen Terminal                  | Encoded      |
|      176.04 | HIP 1745                    | Ilyushin Vision                | Raw          |
|      176.31 | Bugulmara                   | Coulomb Port                   | Manufactured |
|      176.41 | Zoquagsang                  | Bernard City                   | Manufactured |
|      176.42 | Ramandji                    | Wetherill Horizons             | Raw          |
|      176.65 | Xbaquitae                   | Snodgrass Orbital              | Raw          |
|      176.73 | Barbaram                    | Citi Orbital                   | Raw          |
|      176.91 | Baro                        | Creamer Port                   | Raw          |
|      177.24 | Malanges                    | Heng Ring                      | Raw          |
|      177.57 | HIP 33368                   | Barjavel Station               | Raw          |
|      177.71 | Bhavas                      | Sugano Orbital                 | Encoded      |
|      177.83 | Yan Musu                    | Sutter Dock                    | Manufactured |
|      177.92 | Khruttones                  | Morgan Port                    | Raw          |
|      177.94 | Angurongo                   | Dahm Port                      | Raw          |
|      178.25 | HR 943                      | Hildebrandt Terminal           | Encoded      |
|      178.41 | HIP 35965                   | Brash Dock                     | Raw          |
|      178.85 | Nang Di                     | Ziegler Orbital                | Encoded      |
|      178.92 | Paeste                      | Vishweswarayya Dock            | Manufactured |
|      179.14 | HIP 14031                   | Porco City                     | Encoded      |
|      179.16 | Daibais                     | Flammarion Terminal            | Raw          |
|      179.21 | HIP 64128                   | Rasmussen Ring                 | Raw          |
|      179.21 | Kitani                      | Ing Port                       | Raw          |
|      179.21 | LTT 537                     | Gurshtein Hub                  | Raw          |
|      179.54 | Alacarakmo                  | Weyl Gateway                   | Raw          |
|      179.63 | Ngalites                    | Peters Gateway                 | Raw          |
|      179.77 | Lambo                       | Common Terminal                | Raw          |
|      179.85 | Suhte                       | Ballard Survey                 | Raw          |
|      179.97 | Kwatee                      | Herreshoff Gateway             | Manufactured |
|      179.98 | Shonessa                    | Herzog City                    | Raw          |
|      180.03 | Karbon                      | Budrys Installation            | Manufactured |
|      180.30 | HR 780                      | Denning Terminal               | Raw          |
|      180.65 | No Myoin                    | Bounds Terminal                | Manufactured |
|      180.69 | Pauang                      | Zettel City                    | Raw          |
|      180.71 | Heryshaf                    | Sheremetevsky Dock             | Raw          |
|      180.73 | Torno                       | Young Dock                     | Manufactured |
|      181.30 | Miwobo Kuki                 | Kopff Platform                 | Raw          |
|      181.41 | HIP 9216                    | Goldreich Orbital              | Raw          |
|      181.41 | HIP 23277                   | Peirce Port                    | Raw          |
|      181.51 | HIP 76837                   | Zettel Station                 | Raw          |
|      181.70 | Antal                       | Lobachevsky Station            | Encoded      |
|      181.72 | HIP 76466                   | Budrys Station                 | Manufactured |
|      181.73 | HIP 13257                   | Garnier City                   | Manufactured |
|      182.01 | Tau Puppis                  | Pogson Vision                  | Raw          |
|      182.01 | Tailpiri                    | Fanning Ring                   | Raw          |
|      182.09 | Slatas                      | Bennett Vision                 | Raw          |
|      182.17 | Nan Wera                    | Hansteen Terminal              | Raw          |
|      182.32 | Arugbatz                    | Francisco de Almeida Landing   | Raw          |
|      182.38 | 80 Leonis                   | Isherwood Dock                 | Raw          |
|      183.43 | Ngarawe                     | Lozino-Lozinskiy Vision        | Raw          |
|      183.46 | HIP 20184                   | Pritchard Orbital              | Raw          |
|      183.71 | Pequenenses                 | Hague Mines                    | Raw          |
|      183.76 | HIP 8894                    | Bullialdus Gateway             | Raw          |
|      183.94 | HR 5791                     | Robinson Dock                  | Manufactured |
|      185.03 | HIP 112462                  | Lyot Vision                    | Manufactured |
|      186.77 | Daii                        | Sopwith Enterprise             | Raw          |
|      186.77 | HIP 60679                   | Cady Enterprise                | Raw          |
|      187.02 | HR 6767                     | Dickson Dock                   | Raw          |
|      187.75 | Songzi                      | van der Riet Woolley Vision    | Encoded      |
|      187.79 | Andonnus                    | Mrkos Vision                   | Encoded      |
|      188.51 | Baldur                      | Thollon Station                | Raw          |
|      189.46 | Desubi                      | Hay Hub                        | Encoded      |
|      189.61 | HIP 42727                   | Marriott Orbital               | Raw          |
|      190.20 | HIP 14249                   | Shen Platform                  | Raw          |
|      190.25 | Birhodiweu                  | Hogg Port                      | Raw          |
|      190.26 | Kanagoto                    | Kemurdzhian Enterprise         | Raw          |
|      190.57 | Clido Pi                    | Abbot Port                     | Raw          |
|      190.63 | 8 Piscis Austrini           | Gehry Dock                     | Raw          |
|      191.18 | Rishair                     | Lindblad Port                  | Manufactured |
|      191.26 | Brestla                     | Roed Odegaard Port             | Raw          |
|      191.44 | HIP 18870                   | Carrington Vision              | Raw          |
|      191.95 | Uodigi                      | Argelander Hub                 | Raw          |
|      192.45 | Muruidooges                 | Emshwiller Hub                 | Raw          |
|      192.47 | Osci                        | Hague Port                     | Raw          |
|      192.50 | Snotock Ek                  | Cowling Survey                 | Raw          |
|      192.86 | Kartenes                    | Parkinson Port                 | Raw          |
|      193.32 | Frao                        | Tarter Colony                  | Raw          |
|      193.37 | TaexaliTemu                 | Xuesen Dock                    | Raw          |
|      193.79 | Kou Hua                     | Olahus Hub                     | Raw          |
|      194.03 | Umastae                     | Isherwood Dock                 | Manufactured |
|      194.35 | Penai                       | Oshima Dock                    | Raw          |
|      194.42 | Yum Kacoc                   | Biruni Orbital                 | Raw          |
|      195.14 | Dhruva                      | Shinjo City                    | Raw          |
|      195.20 | Ngurii                      | Cheranovsky City               | Raw          |
|      195.25 | Guangngel                   | Kaluta Dock                    | Raw          |
|      195.70 | Jambaraya                   | Sturgeon Dock                  | Raw          |
|      195.76 | HIP 64714                   | Hawkes Enterprise              | Raw          |
|      195.98 | Xi-2 Lupi                   | Pellegrino Hub                 | Manufactured |
|      196.08 | Nyororor                    | Biermann Dock                  | Encoded      |
|      197.26 | Songa                       | Robinson Hub                   | Raw          |
|      197.31 | HIP 108701                  | MacCready Dock                 | Raw          |
|      198.07 | HIP 12314                   | Bentham Station                | Manufactured |
|      198.65 | Liv                         | Edmondson Station              | Manufactured |
|      198.67 | Djakah                      | Al-Khujandi Hub                | Raw          |
|      199.36 | HIP 108971                  | Babakin Station                | Raw          |
|      199.47 | HIP 38235                   | Pytheas Dock                   | Raw          |
|      199.59 | Tankobung                   | Berkey Terminal                | Raw          |
|      199.95 | HIP 73293                   | Matthaus Olbers Station        | Raw          |
|      200.25 | HIP 9452                    | Ore Terminal                   | Raw          |
|      200.58 | Mandigo                     | Muramatsu Station              | Raw          |
|      200.93 | Huntics                     | Bartini Gateway                | Manufactured |
|      201.21 | Oshanla                     | Reid Gateway                   | Raw          |
|      203.48 | HIP 110442                  | Bowell Horizons                | Raw          |
|      204.14 | HIP 11192                   | Kawasato Port                  | Raw          |
|      204.23 | Ualar                       | Rubin Ring                     | Raw          |
|      204.26 | HIP 116125                  | Vess Dock                      | Manufactured |
|      204.29 | Havared                     | Albumasar Hub                  | Raw          |
|      204.62 | HIP 3035                    | Meuron Port                    | Manufactured |
|      204.86 | Vukuracians                 | Herbig Station                 | Raw          |
|      205.30 | Lwena                       | Paczynski Station              | Raw          |
|      205.88 | Ngobe                       | Hinz Hub                       | Raw          |
|      206.09 | Volcani                     | Barnard Station                | Raw          |
|      206.11 | No Cha                      | de Seversky Port               | Manufactured |
|      206.62 | Mariga                      | Lavochkin Terminal             | Raw          |
|      206.72 | HR 8444                     | Maskelyne Vision               | Raw          |
|      207.76 | HIP 116910                  | Puiseux Terminal               | Raw          |
|      208.58 | Kamchadals                  | Dalgarno Station               | Raw          |
|      209.57 | Tacahuti                    | Jones Terminal                 | Raw          |
|      210.01 | Mati                        | Bickel Dock                    | Raw          |
|      210.08 | Khowei                      | De Horizons                    | Raw          |
|      210.22 | Ch'unga                     | Tyson City                     | Raw          |
|      210.32 | San Wu Gu                   | Cannon Orbital                 | Raw          |
|      210.57 | Bikeggirina                 | Condit Terminal                | Raw          |
|      211.39 | HIP 290                     | Dolgov Port                    | Raw          |
|      211.42 | Ngadjuk                     | Becvar Enterprise              | Raw          |
|      212.13 | Lescherty                   | Guth Vision                    | Raw          |
|      213.13 | Autroch                     | Okuni Port                     | Raw          |
|      213.21 | Varati                      | Thompson Dock                  | Manufactured |
|      213.67 | Aruntei                     | Piano Settlement               | Raw          |
|      213.88 | Theemim                     | Niemeyer City                  | Manufactured |
|      214.62 | Djalkyries                  | Boscovich Survey               | Raw          |
|      215.29 | HIP 1937                    | Gunter Port                    | Raw          |
|      215.39 | Namat                       | Goryu Terminal                 | Raw          |
|      216.97 | Djera                       | Scotti Dock                    | Raw          |
|      217.29 | Iama Kheph                  | Skjellerup Port                | Raw          |
|      217.45 | HIP 862                     | Kanai Terminal                 | Raw          |
|      217.87 | HIP 9741                    | d'Arrest Terminal              | Raw          |
|      219.83 | Greidu                      | Auzout Orbital                 | Raw          |
|      221.49 | Swahili                     | Coggia Hub                     | Manufactured |
|      221.90 | HIP 118127                  | Keldysh Station                | Raw          |
|      222.10 | Tschapa                     | Fraknoi Hub                    | Raw          |
|      222.18 | HIP 23185                   | Bolkow Dock                    | Raw          |
|      222.95 | HIP 23046                   | Greenstein Vision              | Raw          |
|      223.85 | HIP 16272                   | Behnisch Orbital               | Raw          |
|      223.95 | Arapipi                     | Naylor Ring                    | Raw          |
|      224.31 | Gangga                      | Wigura Station                 | Manufactured |
|      224.68 | Anhurs                      | Axon Terminal                  | Manufactured |
|      225.70 | Coyotani                    | Oberth Dock                    | Raw          |
|      225.80 | Yun Tzu                     | Freas Station                  | Raw          |
|      226.46 | Karakasis                   | Resnik Vision                  | Raw          |
|      227.74 | Dhan                        | Kidd Station                   | Raw          |
|      227.94 | Backlum                     | Resnik Orbital                 | Raw          |
|      228.48 | Nijolam                     | Salam Orbital                  | Raw          |
|      228.52 | Kano                        | Stevenson Mines                | Raw          |
|      228.88 | Yavatas                     | Westerhout Port                | Raw          |
|      229.94 | Ru Shun                     | Louis de Lacaille Station      | Raw          |
|      230.18 | HIP 11958                   | Maunder Terminal               | Raw          |
|      231.15 | Viromi                      | Walotsky Orbital               | Raw          |
|      231.21 | Kwamindjara                 | Paczynski Station              | Raw          |
|      231.93 | Irukaiabozo                 | Suri Ring                      | Raw          |
|      232.50 | HIP 2902                    | Cassini City                   | Raw          |
|      233.46 | HIP 8119                    | Seitter City                   | Raw          |
|      233.51 | Kuki An                     | Paola Prospect                 | Raw          |
|      233.69 | Penapasoak                  | Neugebauer Port                | Raw          |
|      235.00 | HIP 110952                  | Melia Gateway                  | Raw          |
|      235.42 | Kauruku                     | Axon Orbital                   | Raw          |
|      236.49 | HIP 31666                   | Shunkai Orbital                | Raw          |
|      237.30 | Mutpuri                     | Kopal Terminal                 | Raw          |
|      238.73 | Medui                       | Dowty Hub                      | Raw          |
|      238.93 | Isiti                       | Altuna Port                    | Raw          |
|      238.94 | Sabines                     | Woodroffe Terminal             | Raw          |
|      238.96 | Reshesh                     | Humason Terminal               | Raw          |
|      240.86 | Wiradjuri                   | Chacornac Orbital              | Manufactured |
|      243.56 | Lagar                       | Ban Vision                     | Raw          |
|      244.34 | HIP 8758                    | Firsoff Orbital                | Raw          |
|      245.20 | Larg                        | Kagawa Survey                  | Raw          |
|      245.74 | Jokudiri                    | Krigstein Prospect             | Raw          |
|      246.36 | HIP 307                     | Roche Hub                      | Raw          |
|      246.71 | Raijuhan Yi                 | Mattei Hub                     | Raw          |
|      246.94 | Keerama                     | Shajn Terminal                 | Raw          |
|      247.30 | Baudurotri                  | Wilhelm von Struve Orbital     | Manufactured |
|      247.85 | HIP 4794                    | Hickman Orbital                | Raw          |
|      249.19 | Mimisina                    | Daqing Gateway                 | Raw          |
|      249.20 | Maikpod                     | Bisnovatyi-Kogan Landing       | Raw          |
|      250.52 | HIP 1742                    | Davies Vision                  | Raw          |
|      251.30 | HIP 6108                    | Wheeler Hub                    | Raw          |
|      251.58 | Inars                       | Chawla Dock                    | Raw          |
|      251.72 | Maria Bhuti                 | van de Sande Bakhuyzen Station | Raw          |
|      253.93 | Shamaphan                   | Truman Station                 | Raw          |
|      254.60 | Kats                        | Truman Hub                     | Manufactured |
|      254.82 | HIP 117254                  | Hirayama Port                  | Raw          |
|      254.91 | Ahaut                       | Goldberg Orbital               | Raw          |
|      256.12 | Gundji                      | Harrison Dock                  | Raw          |
|      257.43 | HIP 115501                  | Nomen Vision                   | Manufactured |
|      258.99 | Wadjirusi                   | Wegener Port                   | Raw          |
|      259.60 | Havans                      | Anita's Legacy                 | Raw          |
|      259.69 | HIP 15614                   | Hevelius Hub                   | Raw          |
|      261.03 | Sotiate                     | Sweet Dock                     | Raw          |
|      261.30 | Basuseku                    | Apianus Dock                   | Raw          |
|      262.08 | Sagartiaci                  | Kirby Port                     | Manufactured |
|      262.87 | Tacabs                      | Hirayama Dock                  | Raw          |
|      263.02 | Maker                       | Royo Terminal                  | Raw          |
|      265.24 | Konoto                      | Jeans Vision                   | Raw          |
|      268.25 | Kureserians                 | Lambert Vision                 | Raw          |
|      268.71 | Selkit                      | Baily Enterprise               | Raw          |
|      274.77 | HIP 117831                  | Peters Station                 | Raw          |
|      275.84 | Zaparo                      | Arfstrom Terminal              | Raw          |
|      277.13 | HIP 114333                  | Sweet Orbital                  | Raw          |
|      277.19 | Lwendecht                   | Wilhelm Enterprise             | Raw          |
|      280.41 | Ibisanyan                   | Kuo Mines                      | Raw          |
|      281.17 | HIP 1536                    | Anderson Hub                   | Raw          |
|      284.21 | Bende                       | Somayaji Station               | Raw          |
|      285.55 | Kising                      | Lambert Orbital                | Raw          |
|      291.48 | HIP 1781                    | Chretien Oudemans Port         | Manufactured |
|      293.05 | HIP 11469                   | Gaughan Station                | Raw          |
|      298.16 | HIP 8396                    | Titus Station                  | Raw          |
|      315.54 | Shorodo                     | Akiyama Hub                    | Manufactured |
|      485.52 | Coalsack Sector KN-S b4-9   | Bering port                    | Raw          |
|      486.64 | Ceos                        | Brunel Hub                     | Encoded      |
|      494.49 | Sothis                      | Velinski Enterprise            | Manufactured |
|      518.28 | Coalsack Sector VU-O b6-6   | Cole Point                     | Raw          |
|      520.11 | Musca Dark Region PJ-P b6-1 | Betancourt Base                | Raw          |
|      887.63 | Jaralis                     | Ratchet Hub                    | Manufactured |
|     1387.02 | Pru Euq WO-D b53-8          | Zerreiss Station               | Encoded      |
|     4215.55 | NGC 6530 Sector ZE-X b2-0   | Helgrind Gateway               | Raw          |
|     9028.36 | Flyiedge VN-W c4-51         | Vladmir McDoogle's Triumph     | Raw          |
|    12216.39 | Prua Phoe MI-B b17-5        | Canonn Complex                 | Raw          |
|    16455.06 | Blua Eaec WW-E c14-1293     | Promium Relay                  | Raw          |
|    19923.75 | Eoch Flyuae QK-E d12-2118   | Venatores Hub                  | Manufactured |
|    21997.11 | Ratraii                     | Colonia Dream                  | Manufactured |
|    21998.44 | Kojeara                     | TolaGarf's Junkyard            | Raw          |
|    22027.97 | Coeus                       | Foster Terminal                | Manufactured |
+-------------+-----------------------------+--------------------------------+--------------+

Notes:
- Sorted nearest to farthest from Sol.
- Four Odyssey-only surface engineer bases were excluded.
- A trader may be temporarily unavailable if its station is damaged or in lockdown.
